user_id,seq,type_seq
3176,"[211, 91, 228, 390]","[4, 13, 5, 17]"
72398,"[13, 16, 15, 211, 5, 6]","[8, 9, 7, 4, 1, 4]"
24536,"[47, 55, 551, 358, 19, 10]","[7, 7, 6, 6, 7, 6]"
2219,"[28, 304, 120, 293, 149, 50, 43, 98, 25, 99, 26, 53, 121, 47, 570, 106, 156, 173, 268, 392, 55, 385, 516, 291, 56, 449, 330, 175, 429, 356, 18, 11, 145, 59, 129, 564, 243, 321, 546]","[7, 7, 9, 7, 7, 7, 7, 7, 7, 7, 7, 7, 9, 7, 18, 5, 1, 7, 9, 10, 7, 7, 2, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 3, 7, 7, 10, 13, 4]"
62363,"[14, 177, 76, 297, 555, 27, 364, 192, 445, 33]","[8, 11, 3, 8, 8, 7, 17, 10, 10, 6]"
25464,"[99, 15, 492, 168, 24, 347, 19, 98]","[7, 7, 11, 7, 7, 9, 7, 7]"
7817,"[2, 68, 32, 14, 620, 15, 273, 165, 646]","[2, 5, 13, 8, 14, 7, 20, 20, 20]"
55096,"[793, 13, 826, 950, 948, 947, 949]","[13, 8, 13, 13, 13, 13, 13]"
48511,"[207, 240, 572, 220, 117, 361]","[5, 13, 5, 4, 5, 5]"
9116,"[18, 269, 20, 122, 27, 7]","[7, 7, 7, 11, 7, 5]"
8303,"[18, 20, 31, 150, 33, 13]","[7, 7, 7, 6, 6, 8]"
78845,"[185, 52, 392, 171, 136, 4, 231, 256, 319]","[10, 10, 10, 17, 17, 4, 5, 10, 10]"
64377,"[437, 140, 7, 79, 15, 154]","[4, 19, 5, 1, 7, 1]"
67990,"[150, 325, 145, 15, 18]","[6, 4, 7, 7, 7]"
7212,"[189, 141, 285, 231]","[5, 10, 17, 5]"
37974,"[334, 5, 12, 22, 489, 73]","[1, 1, 7, 11, 5, 11]"
63908,"[123, 14, 551, 73]","[12, 8, 6, 11]"
7647,"[91, 372, 231, 13, 141, 202, 742, 325]","[13, 18, 5, 8, 10, 4, 22, 4]"
19018,"[139, 98, 19, 233]","[15, 7, 7, 7]"
39498,"[27, 233, 18, 55]","[7, 7, 7, 7]"
29605,"[43, 28, 236, 7]","[7, 7, 6, 5]"
55561,"[42, 23, 18, 47, 138, 55, 15]","[7, 7, 7, 7, 7, 7, 7]"
37283,"[15, 43, 28, 46, 143, 24, 138, 31, 18, 518, 12]","[7, 7, 7, 15, 15, 7, 7, 7, 7, 15, 7]"
22004,"[211, 122, 23, 198, 149, 13, 114, 45]","[4, 11, 7, 17, 7, 8, 18, 1]"
47259,"[207, 117, 572, 543, 1, 361]","[5, 5, 5, 1, 1, 5]"
27590,"[63, 140, 119, 141, 449, 131, 283, 176]","[9, 19, 8, 10, 7, 7, 7, 7]"
47173,"[207, 543, 581, 171, 361]","[5, 1, 1, 17, 5]"
41727,"[18, 138, 295, 348]","[7, 7, 17, 7]"
20744,"[948, 947, 949, 793, 942, 733, 943, 944, 873]","[13, 13, 13, 13, 13, 13, 13, 13, 13]"
8793,"[65, 180, 74, 68, 228, 374, 206, 181, 198, 222, 261, 194, 157, 136, 304, 203, 412, 458, 88, 398, 250, 459, 465, 246, 671, 506]","[9, 5, 11, 5, 5, 13, 18, 13, 17, 19, 5, 17, 2, 17, 7, 4, 13, 15, 16, 14, 8, 13, 13, 8, 13, 13]"
17003,"[949, 947, 793, 948, 942, 943, 873, 944, 733]","[13, 13, 13, 13, 13, 13, 13, 13, 13]"
35890,"[49, 5, 240, 15, 22, 104]","[9, 1, 13, 7, 11, 1]"
81892,"[133, 338, 182, 297, 482, 127, 403, 183, 71, 243, 7, 282, 365, 415, 238, 492, 389, 391, 280, 285, 425, 141, 426, 438, 437, 290, 405, 119, 263, 366, 14, 211, 91, 198, 359, 279, 321, 275, 489, 277, 240, 374, 421, 545, 427, 258, 349, 395, 399, 202, 404, 78, 112, 306, 245, 181, 57, 284, 286, 59, 200, 193, 287, 419, 420, 228, 289, 224, 196, 197, 199, 400, 393, 402, 281, 401, 394, 63, 49, 184, 201, 34, 86, 95, 9, 3, 157, 371, 488, 325, 346, 469, 312, 364, 257, 52, 353, 424, 136, 390, 206, 406, 192, 357, 396, 408, 96, 334, 295, 107, 194, 441, 407, 296, 397, 392, 203, 53, 304, 151, 152, 180, 283, 475, 188, 516, 322, 320, 316, 5, 185, 159, 317, 256, 473, 76, 139, 55]","[7, 2, 8, 8, 15, 4, 15, 10, 11, 10, 5, 3, 3, 3, 11, 11, 3, 3, 10, 17, 17, 10, 17, 4, 4, 4, 4, 8, 19, 19, 8, 4, 13, 17, 5, 8, 13, 13, 5, 18, 13, 13, 17, 17, 17, 9, 13, 13, 13, 4, 13, 13, 9, 12, 8, 13, 5, 18, 18, 3, 4, 4, 4, 4, 4, 5, 4, 17, 9, 9, 1, 15, 15, 15, 15, 15, 15, 9, 9, 18, 1, 1, 1, 13, 3, 3, 2, 5, 7, 4, 15, 5, 17, 17, 10, 10, 10, 4, 17, 17, 18, 18, 10, 3, 3, 3, 5, 1, 17, 17, 17, 13, 3, 3, 10, 10, 4, 7, 7, 17, 1, 5, 7, 2, 21, 2, 15, 15, 3, 1, 10, 5, 4, 10, 18, 3, 15, 7]"
32547,"[431, 171, 151, 152, 161, 57, 301]","[1, 17, 17, 1, 8, 5, 9]"
2654,"[7, 13, 109, 26, 554, 50, 43, 15]","[5, 8, 2, 7, 7, 7, 7, 7]"
19181,"[926, 207, 239, 516]","[19, 5, 2, 2]"
21587,"[379, 192, 52, 245, 13, 263]","[10, 10, 10, 8, 8, 19]"
20087,"[325, 793, 948, 877]","[4, 13, 13, 13]"
56611,"[195, 13, 18, 19, 407, 91, 96, 288, 50]","[9, 8, 7, 7, 3, 13, 5, 1, 7]"
75329,"[164, 512, 13, 141, 273, 332]","[20, 20, 8, 10, 20, 16]"
18512,"[793, 948, 947, 949, 942, 733, 873, 943, 944]","[13, 13, 13, 13, 13, 13, 13, 13, 13]"
25342,"[793, 325, 820, 877, 948]","[13, 4, 13, 13, 13]"
26003,"[12, 204, 176, 28, 43, 31]","[7, 9, 7, 7, 7, 7]"
24272,"[156, 440, 287, 277]","[1, 9, 4, 18]"
55882,"[358, 492, 22, 55, 186, 49, 270, 355, 388, 142]","[6, 11, 11, 7, 11, 9, 5, 3, 5, 15]"
26836,"[68, 57, 284, 5, 270]","[5, 5, 18, 1, 5]"
602,"[283, 43, 15, 18, 22, 129, 149, 177, 55, 30, 13, 534]","[7, 7, 7, 7, 11, 7, 7, 11, 7, 12, 8, 7]"
4466,"[189, 18, 12, 23, 55, 177, 236, 232]","[5, 7, 7, 7, 7, 11, 6, 5]"
61674,"[210, 441, 477, 90, 63, 121, 303, 88, 230, 240]","[9, 13, 9, 9, 9, 9, 16, 16, 6, 13]"
30265,"[22, 230, 10, 118, 122, 18, 138, 176, 132, 12, 28, 46, 130, 99, 23, 178, 64, 131, 16, 35, 20, 31, 47, 371, 55, 347, 7, 166, 247]","[11, 6, 6, 14, 11, 7, 7, 7, 7, 7, 7, 15, 11, 7, 7, 12, 12, 7, 9, 12, 7, 7, 7, 5, 7, 9, 5, 9, 4]"
10242,"[138, 283, 372, 12, 33, 123]","[7, 7, 18, 7, 6, 12]"
39930,"[826, 950, 13, 942, 733, 943, 944, 873, 793]","[13, 13, 8, 13, 13, 13, 13, 13, 13]"
26571,"[12, 27, 68, 15, 10, 188, 159, 18, 138, 158, 7]","[7, 7, 5, 7, 6, 21, 5, 7, 7, 8, 5]"
51420,"[52, 14, 314, 477, 109, 387, 305, 532]","[10, 8, 9, 9, 2, 9, 9, 9]"
41580,"[345, 86, 90, 120, 29]","[9, 1, 9, 9, 12]"
45846,"[112, 5, 66, 27, 30]","[9, 1, 12, 7, 12]"
7963,"[18, 41, 19, 354]","[7, 12, 7, 12]"
3922,"[236, 297, 269, 18, 19, 14, 174, 33, 518, 16, 31, 166, 112, 22, 30, 122, 55]","[6, 8, 7, 7, 7, 8, 9, 6, 15, 9, 7, 9, 9, 11, 12, 11, 7]"
70633,"[130, 156, 88, 22]","[11, 1, 16, 11]"
27122,"[85, 532, 86, 364, 151, 374, 95, 181, 203, 349, 199, 14, 194, 136, 245, 404, 321]","[4, 9, 1, 17, 17, 13, 13, 13, 4, 13, 1, 8, 17, 17, 8, 13, 13]"
20562,"[793, 948, 947, 949, 942, 733, 943, 944, 873]","[13, 13, 13, 13, 13, 13, 13, 13, 13]"
6108,"[91, 349, 309, 390, 133]","[13, 13, 5, 17, 7]"
50852,"[601, 27, 439, 361, 207]","[19, 7, 18, 5, 5]"
48748,"[207, 117, 1, 543, 572, 361]","[5, 5, 1, 1, 5, 5]"
40995,"[139, 3, 74, 33, 35, 37, 316, 79]","[15, 3, 11, 6, 12, 12, 3, 1]"
20916,"[793, 820, 877, 948]","[13, 13, 13, 13]"
41879,"[207, 117, 572, 543, 1, 361]","[5, 5, 5, 1, 1, 5]"
65680,"[240, 220, 207, 361]","[13, 4, 5, 5]"
21503,"[942, 944, 943, 733, 873]","[13, 13, 13, 13, 13]"
64391,"[18, 139, 42, 20]","[7, 15, 7, 7]"
44790,"[207, 140, 572, 361]","[5, 19, 5, 5]"
68293,"[5, 32, 143, 46, 13, 14, 7, 139, 2, 516, 325, 141, 232]","[1, 13, 15, 15, 8, 8, 5, 15, 2, 2, 4, 10, 5]"
38847,"[47, 113, 30, 314]","[7, 12, 12, 9]"
33356,"[640, 123, 179, 31, 439, 8]","[5, 12, 7, 7, 18, 5]"
75618,"[90, 416, 176, 12]","[9, 20, 7, 7]"
1352,"[151, 7, 232, 256, 172]","[17, 5, 5, 10, 8]"
58966,"[544, 250, 224, 189]","[17, 8, 17, 5]"
62998,"[379, 231, 439, 141]","[10, 5, 18, 10]"
13835,"[120, 98, 19, 149, 18]","[9, 7, 7, 7, 7]"
46389,"[120, 237, 416, 57, 40, 151, 366]","[9, 18, 20, 5, 14, 17, 19]"
34980,"[46, 70, 278, 158]","[15, 10, 1, 8]"
79265,"[18, 66, 122, 22, 12, 102, 127, 19]","[7, 12, 11, 11, 7, 10, 4, 7]"
18588,"[140, 228, 237, 50, 293]","[19, 5, 18, 7, 7]"
34470,"[826, 950, 949, 947, 793, 948, 942, 733, 943, 944, 873]","[13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13]"
65701,"[283, 138, 12, 113]","[7, 7, 7, 12]"
46903,"[207, 572, 240, 220, 361, 117]","[5, 5, 13, 4, 5, 5]"
60505,"[133, 304, 128, 138, 12, 27, 283, 18, 31, 23, 263]","[7, 7, 1, 7, 7, 7, 7, 7, 7, 7, 19]"
35427,"[30, 66, 347, 139, 24, 343, 168, 28, 110, 29, 27, 19, 125, 454, 157, 591, 304, 64, 178, 283, 313, 215, 641, 532]","[12, 12, 9, 15, 7, 7, 7, 7, 12, 12, 7, 7, 12, 12, 2, 7, 7, 12, 12, 7, 7, 12, 12, 9]"
9570,"[361, 891, 215, 517]","[5, 4, 12, 9]"
59331,"[356, 27, 361, 207]","[7, 7, 5, 5]"
36408,"[288, 143, 76, 86, 201]","[1, 15, 3, 1, 1]"
30869,"[152, 299, 317, 128]","[1, 1, 4, 1]"
80825,"[123, 176, 182, 186]","[12, 7, 8, 11]"
23463,"[942, 733, 943, 873, 944]","[13, 13, 13, 13, 13]"
38156,"[283, 231, 215, 66, 358, 230, 22, 439]","[7, 5, 12, 12, 6, 6, 11, 18]"
40790,"[19, 12, 31, 99]","[7, 7, 7, 7]"
49972,"[207, 572, 220, 117, 240, 361]","[5, 5, 4, 5, 13, 5]"
62529,"[12, 264, 88, 31]","[7, 9, 16, 7]"
65758,"[329, 434, 122, 130]","[6, 6, 11, 11]"
196,"[109, 13, 79, 286]","[2, 8, 1, 18]"
47205,"[207, 240, 361, 91, 572, 117, 220]","[5, 13, 5, 13, 5, 5, 4]"
69639,"[199, 232, 109, 30]","[1, 5, 2, 12]"
35228,"[121, 38, 55, 30]","[9, 9, 7, 12]"
3650,"[141, 261, 123, 85, 77, 475, 240, 211, 280, 255, 7, 159]","[10, 5, 12, 4, 1, 2, 13, 4, 10, 5, 5, 5]"
24392,"[119, 63, 68, 9, 228, 32, 237, 91, 287, 193, 407, 357, 59, 4, 90]","[8, 9, 5, 3, 5, 13, 18, 13, 4, 4, 3, 3, 3, 4, 9]"
26584,"[46, 55, 268, 25, 27, 50, 185, 138, 56, 241, 99, 20, 429, 47]","[15, 7, 9, 7, 7, 7, 10, 7, 7, 7, 7, 7, 7, 7]"
21635,"[138, 15, 98, 18, 20, 19, 99]","[7, 7, 7, 7, 7, 7, 7]"
39727,"[124, 166, 156, 419]","[12, 9, 1, 4]"
58885,"[120, 12, 372, 7]","[9, 7, 18, 5]"
33601,"[640, 67, 5, 12, 439]","[5, 12, 1, 7, 18]"
51669,"[793, 820, 877, 948]","[13, 13, 13, 13]"
16998,"[793, 949, 947, 948, 942, 733, 943, 944, 873]","[13, 13, 13, 13, 13, 13, 13, 13, 13]"
57184,"[32, 90, 315, 140, 45]","[13, 9, 9, 19, 1]"
22761,"[943, 944, 733, 942, 873]","[13, 13, 13, 13, 13]"
16972,"[210, 95, 349, 492]","[9, 13, 13, 11]"
82221,"[164, 307, 163, 187, 276]","[20, 9, 9, 9, 9]"
80192,"[35, 38, 175, 174, 130, 16]","[12, 9, 7, 9, 11, 9]"
56554,"[23, 283, 329, 30, 66, 166]","[7, 7, 6, 12, 12, 9]"
29691,"[140, 278, 516, 431, 1, 193, 58, 79, 221, 287, 156, 172, 292, 154, 152, 45, 519]","[19, 1, 2, 1, 1, 4, 2, 1, 1, 4, 1, 8, 5, 1, 1, 1, 1]"
36346,"[49, 230, 63, 44, 532, 12]","[9, 6, 9, 9, 9, 7]"
45278,"[207, 1, 543, 117, 572, 361]","[5, 1, 1, 5, 5, 5]"
34998,"[826, 950, 793, 948, 949, 947, 942, 733, 943, 944, 873]","[13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13]"
14475,"[118, 927, 935, 268, 102]","[14, 2, 19, 9, 10]"
18644,"[793, 820, 877, 948]","[13, 13, 13, 13]"
54040,"[230, 284, 192, 139, 96, 14, 261, 150, 358, 74]","[6, 18, 10, 15, 5, 8, 5, 6, 6, 11]"
27664,"[36, 18, 22, 43]","[11, 7, 11, 7]"
44545,"[354, 33, 18, 70]","[12, 6, 7, 10]"
61997,"[12, 49, 120, 15, 19, 18]","[7, 9, 9, 7, 7, 7]"
42489,"[35, 15, 99, 18, 43, 49, 166, 55, 276]","[12, 7, 7, 7, 7, 9, 9, 7, 9]"
28438,"[283, 474, 112, 258, 49, 244]","[7, 9, 9, 9, 9, 9]"
50516,"[5, 152, 91, 57, 45, 7, 516, 52, 185, 243, 292, 188, 475, 102]","[1, 1, 13, 5, 1, 5, 2, 10, 10, 10, 5, 21, 2, 10]"
36604,"[5, 90, 91, 109, 315, 14, 535, 519]","[1, 9, 13, 2, 9, 8, 7, 1]"
46341,"[12, 19, 31, 18]","[7, 7, 7, 7]"
7940,"[872, 174, 117, 258, 18, 236, 33, 417, 177]","[6, 9, 5, 9, 7, 6, 6, 6, 11]"
49255,"[207, 240, 572, 117, 220, 361]","[5, 13, 5, 5, 4, 5]"
8876,"[66, 30, 74, 15, 434, 138, 55, 22]","[12, 12, 11, 7, 6, 7, 7, 11]"
25472,"[317, 193, 405, 325, 94, 339]","[4, 4, 4, 4, 3, 3]"
75768,"[138, 15, 27, 70]","[7, 7, 7, 10]"
76304,"[94, 405, 250, 7]","[3, 4, 8, 5]"
55342,"[405, 57, 14, 182, 13, 7]","[4, 5, 8, 8, 8, 5]"
33635,"[640, 114, 230, 439]","[5, 18, 6, 18]"
17192,"[793, 949, 947, 948, 942, 733, 943, 873, 944]","[13, 13, 13, 13, 13, 13, 13, 13, 13]"
59053,"[46, 5, 153, 143, 146, 55]","[15, 1, 1, 15, 15, 7]"
48125,"[207, 543, 301, 91, 1, 572, 117, 361]","[5, 1, 9, 13, 1, 5, 5, 5]"
68531,"[686, 14, 359, 226, 119]","[20, 8, 5, 5, 8]"
72970,"[138, 18, 55, 99, 22]","[7, 7, 7, 7, 11]"
38227,"[216, 358, 231, 439]","[12, 6, 5, 18]"
2767,"[442, 148, 90, 100, 57]","[18, 5, 9, 9, 5]"
1449,"[68, 180, 261, 17]","[5, 5, 5, 10]"
10403,"[143, 70, 270, 343, 46, 283]","[15, 10, 5, 7, 15, 7]"
35472,"[111, 120, 112, 30]","[9, 9, 9, 12]"
46170,"[5, 15, 40, 138, 12]","[1, 7, 14, 7, 7]"
63363,"[88, 230, 583, 434, 22, 33, 123]","[16, 6, 6, 6, 11, 6, 12]"
76666,"[18, 19, 138, 24, 421, 405, 168]","[7, 7, 7, 7, 17, 4, 7]"
66399,"[12, 19, 138, 110, 18, 109, 79, 31, 20]","[7, 7, 7, 12, 7, 2, 1, 7, 7]"
32987,"[123, 645, 434, 551]","[12, 9, 6, 6]"
67107,"[309, 106, 315, 52]","[5, 5, 9, 10]"
17284,"[793, 949, 947, 948, 873, 942, 944, 943, 733]","[13, 13, 13, 13, 13, 13, 13, 13, 13]"
35590,"[20, 138, 283, 55, 90, 149, 12, 288, 301, 333, 223, 71, 159, 47, 232, 50]","[7, 7, 7, 7, 9, 7, 7, 1, 9, 9, 1, 11, 5, 7, 5, 7]"
32977,"[131, 27, 18, 15]","[7, 7, 7, 7]"
31995,"[223, 1, 153, 288, 5, 156, 45, 299]","[1, 1, 1, 1, 1, 1, 1, 1]"
30523,"[24, 19, 272, 199, 169, 27]","[7, 7, 7, 1, 7, 7]"
60148,"[13, 570, 176, 186]","[8, 18, 7, 11]"
5227,"[32, 18, 15, 413, 113, 378, 55, 30, 641, 539, 650, 696, 352, 188, 333, 400, 402]","[13, 7, 7, 9, 12, 12, 7, 12, 12, 12, 8, 10, 8, 21, 9, 15, 15]"
36758,"[5, 315, 113, 13, 7, 18, 4]","[1, 9, 12, 8, 5, 7, 4]"
45024,"[207, 926, 581, 543, 361, 590, 519, 171]","[5, 19, 1, 1, 5, 1, 1, 17]"
54474,"[188, 241, 15, 138, 283, 5, 448, 242, 18]","[21, 7, 7, 7, 7, 1, 7, 7, 7]"
25166,"[948, 949, 947, 793, 733, 873, 942, 943, 944]","[13, 13, 13, 13, 13, 13, 13, 13, 13]"
26981,"[176, 28, 23, 5]","[7, 7, 7, 1]"
22312,"[942, 733, 943, 944, 873]","[13, 13, 13, 13, 13]"
2966,"[228, 171, 151, 32, 113, 29, 384, 109, 47, 124, 18, 285, 421, 123, 65, 30, 258, 176, 231, 313]","[5, 17, 17, 13, 12, 12, 20, 2, 7, 12, 7, 17, 17, 12, 9, 12, 9, 7, 5, 7]"
55580,"[168, 178, 30, 276]","[7, 12, 12, 9]"
47327,"[926, 207, 572, 314, 361]","[19, 5, 5, 9, 5]"
121,"[50, 291, 193, 141]","[7, 7, 4, 10]"
58952,"[90, 138, 31, 387]","[9, 7, 7, 9]"
67201,"[128, 15, 14, 364, 90, 7, 18, 141]","[1, 7, 8, 17, 9, 5, 7, 10]"
18405,"[99, 132, 121, 42, 178, 66, 24, 27, 25]","[7, 7, 9, 7, 12, 12, 7, 7, 7]"
39435,"[228, 13, 90, 7]","[5, 8, 9, 5]"
6256,"[90, 68, 230, 13]","[9, 5, 6, 8]"
51805,"[27, 109, 516, 304, 142, 56, 246, 55, 338, 145]","[7, 2, 2, 7, 15, 7, 8, 7, 2, 7]"
81286,"[308, 574, 489, 147, 277]","[2, 8, 5, 5, 18]"
24990,"[942, 733, 943, 944, 873]","[13, 13, 13, 13, 13]"
4535,"[149, 750, 751, 18, 5, 138, 13, 12, 31, 20, 45, 313]","[7, 13, 13, 7, 1, 7, 8, 7, 7, 7, 1, 7]"
43425,"[109, 176, 79, 58, 519, 189]","[2, 7, 1, 2, 1, 5]"
20250,"[283, 215, 18, 30, 230, 618]","[7, 12, 7, 12, 6, 4]"
39764,"[74, 23, 358, 18, 20, 24, 138, 47, 166, 66, 99]","[11, 7, 6, 7, 7, 7, 7, 7, 9, 12, 7]"
47319,"[92, 207, 188, 171, 361]","[15, 5, 21, 17, 5]"
574,"[250, 442, 5, 68]","[8, 18, 1, 5]"
35310,"[826, 950, 948, 947, 949, 942, 943, 873, 944, 733]","[13, 13, 13, 13, 13, 13, 13, 13, 13, 13]"
31821,"[826, 950, 793, 948, 947, 949, 942, 733, 943, 944, 873]","[13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13]"
53849,"[398, 241, 156, 53, 50, 55]","[14, 7, 1, 7, 7, 7]"
71003,"[319, 171, 565, 102, 4]","[10, 17, 17, 10, 4]"
8604,"[360, 185, 55, 309, 123]","[16, 10, 7, 5, 12]"
51794,"[18, 12, 31, 138]","[7, 7, 7, 7]"
31222,"[201, 86, 1, 58, 439]","[1, 1, 1, 2, 18]"
40107,"[384, 155, 519, 647]","[20, 1, 1, 7]"
57594,"[151, 136, 57, 399]","[17, 17, 5, 13]"
71939,"[108, 133, 231, 18]","[8, 7, 5, 7]"
1545,"[18, 20, 11, 241, 448, 242]","[7, 7, 7, 7, 7, 7]"
2097,"[91, 70, 44, 99, 74, 390, 36, 368, 395, 56, 12, 463]","[13, 10, 9, 7, 11, 17, 11, 5, 13, 7, 7, 5]"
52378,"[129, 20, 42, 18, 139, 76]","[7, 7, 7, 7, 15, 3]"
33513,"[640, 531, 179, 532, 439]","[5, 9, 7, 9, 18]"
71644,"[29, 232, 123, 58, 141, 18, 315, 255, 19]","[12, 5, 12, 2, 10, 7, 9, 5, 7]"
70025,"[30, 236, 120, 327, 115]","[12, 6, 9, 9, 9]"
75775,"[155, 141, 231, 91, 321, 395, 516, 338]","[1, 10, 5, 13, 13, 13, 2, 2]"
16198,"[63, 489, 315, 305, 150, 39]","[9, 5, 9, 9, 6, 12]"
29860,"[950, 826, 948, 947, 949, 793]","[13, 13, 13, 13, 13, 13]"
23860,"[733, 943, 944, 873, 942]","[13, 13, 13, 13, 13]"
71873,"[448, 122, 124, 19, 98, 241, 55, 130, 74, 170, 53]","[7, 11, 12, 7, 7, 7, 7, 11, 11, 7, 7]"
5608,"[49, 132, 121, 470, 382, 381]","[9, 7, 9, 9, 9, 9]"
39735,"[13, 439, 127, 139]","[8, 18, 4, 15]"
76951,"[1261, 562, 561, 61]","[5, 5, 5, 5]"
25896,"[70, 466, 159, 321, 7, 465, 277]","[10, 5, 5, 13, 5, 13, 18]"
54969,"[5, 646, 43, 390, 516, 398, 316, 394, 162]","[1, 20, 7, 17, 2, 14, 3, 15, 3]"
67602,"[12, 30, 18, 112, 16, 166, 113, 66, 168, 19, 31, 24, 149]","[7, 12, 7, 9, 9, 9, 12, 12, 7, 7, 7, 7, 7]"
44387,"[22, 358, 171, 150, 12]","[11, 6, 17, 6, 7]"
24373,"[949, 793, 948, 947, 942, 733, 943, 873, 944]","[13, 13, 13, 13, 13, 13, 13, 13, 13]"
62952,"[329, 74, 20, 5, 50, 55, 293, 7, 18]","[6, 11, 7, 1, 7, 7, 7, 5, 7]"
34679,"[91, 123, 176, 228, 325, 379]","[13, 12, 7, 5, 4, 10]"
41871,"[207, 379, 543, 361]","[5, 10, 1, 5]"
32759,"[950, 826, 793, 948, 947, 949, 942, 733, 943, 944, 873]","[13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13]"
61290,"[455, 309, 91, 270, 127, 77]","[1, 5, 13, 5, 4, 1]"
16225,"[90, 185, 15, 70, 122, 556]","[9, 10, 7, 10, 11, 13]"
63460,"[27, 55, 121, 233, 129, 56, 20, 18, 98, 19, 241]","[7, 7, 9, 7, 7, 7, 7, 7, 7, 7, 7]"
71015,"[123, 4, 141, 171, 379]","[12, 4, 10, 17, 10]"
24927,"[873, 942, 733, 943, 944]","[13, 13, 13, 13, 13]"
43333,"[288, 27, 361, 207]","[1, 7, 5, 5]"
36211,"[211, 295, 401, 402, 400, 403, 393, 203, 281, 394, 19, 359]","[4, 17, 15, 15, 15, 15, 15, 4, 15, 15, 7, 5]"
7156,"[138, 121, 111, 177, 186, 270, 471]","[7, 9, 9, 11, 11, 5, 1]"
65592,"[79, 34, 109, 5, 139, 439, 207, 231, 492, 46, 45, 372, 130, 74, 22, 122, 55, 123]","[1, 1, 2, 1, 15, 18, 5, 5, 11, 15, 1, 18, 11, 11, 11, 11, 7, 12]"
55610,"[122, 21, 22, 492, 165, 130, 686]","[11, 11, 11, 11, 20, 11, 20]"
21346,"[733, 873, 942, 943, 944]","[13, 13, 13, 13, 13]"
46827,"[207, 572, 117, 1, 543, 361]","[5, 5, 5, 1, 1, 5]"
43379,"[305, 315, 73, 207]","[9, 9, 11, 5]"
18534,"[793, 820, 877, 948]","[13, 13, 13, 13]"
60610,"[88, 236, 90, 241, 166]","[16, 6, 9, 7, 9]"
4578,"[138, 18, 20, 34]","[7, 7, 7, 1]"
21619,"[942, 943, 733, 944, 873]","[13, 13, 13, 13, 13]"
37937,"[19, 149, 20, 18, 28, 261, 99, 343]","[7, 7, 7, 7, 7, 5, 7, 7]"
21464,"[793, 948, 947, 949, 873, 944, 943, 942, 733]","[13, 13, 13, 13, 13, 13, 13, 13, 13]"
53945,"[133, 232, 90, 309, 292, 140]","[7, 5, 9, 5, 5, 19]"
49287,"[207, 288, 27, 361]","[5, 1, 7, 5]"
70230,"[349, 162, 13, 187, 713]","[13, 3, 8, 9, 20]"
23785,"[942, 733, 943, 944, 873]","[13, 13, 13, 13, 13]"
20163,"[873, 943, 944, 942, 733]","[13, 13, 13, 13, 13]"
36093,"[47, 429, 129, 18, 19]","[7, 7, 7, 7, 7]"
11401,"[264, 910, 918, 769]","[9, 9, 9, 9]"
54775,"[292, 195, 486, 489, 288, 159, 243, 244, 65, 450, 188]","[5, 9, 9, 5, 1, 5, 10, 9, 9, 9, 21]"
65808,"[204, 210, 283, 111, 175]","[9, 9, 7, 9, 7]"
25553,"[329, 63, 86, 270, 407, 192]","[6, 9, 1, 5, 3, 10]"
3297,"[76, 43, 416, 26, 73, 316, 35, 28, 90, 170, 15, 2, 91, 77, 269, 47, 409, 69, 261, 18, 434, 55, 30, 20]","[3, 7, 20, 7, 11, 3, 12, 7, 9, 7, 7, 2, 13, 1, 7, 7, 9, 7, 5, 7, 6, 7, 12, 7]"
10535,"[18, 15, 137, 345, 209]","[7, 7, 7, 9, 20]"
70016,"[5, 416, 7, 102, 285]","[1, 20, 5, 10, 17]"
10321,"[12, 23, 66, 27, 138, 67]","[7, 7, 12, 7, 7, 12]"
15377,"[618, 311, 102, 615]","[4, 4, 10, 4]"
6412,"[12, 31, 18, 230]","[7, 7, 7, 6]"
10440,"[152, 288, 77, 220, 460]","[1, 1, 1, 4, 5]"
22003,"[523, 109, 5, 159, 519]","[19, 2, 1, 5, 1]"
38958,"[28, 37, 18, 21]","[7, 12, 7, 11]"
27263,"[70, 87, 33, 90, 12, 31, 2, 345, 183, 91, 261, 63, 5, 44, 171, 228, 40, 32, 416, 339, 181, 193, 151, 203, 201, 316, 353, 322, 368, 185, 329, 189, 102, 141, 280, 127, 106, 442, 256, 243, 184, 172, 14, 319, 15, 7, 208, 311, 369, 4, 321, 325, 303, 460, 469, 436]","[10, 9, 6, 9, 7, 7, 2, 9, 10, 13, 5, 9, 1, 9, 17, 5, 14, 13, 20, 3, 13, 4, 17, 4, 1, 3, 10, 15, 5, 10, 6, 5, 10, 10, 10, 4, 5, 18, 10, 10, 18, 8, 8, 10, 7, 5, 4, 4, 13, 4, 13, 4, 16, 5, 5, 10]"
18683,"[926, 361, 519, 590]","[19, 5, 1, 1]"
69587,"[316, 138, 15, 292, 7, 516, 283, 449, 176, 385]","[3, 7, 7, 5, 5, 2, 7, 7, 7, 7]"
55888,"[77, 1, 109, 439]","[1, 1, 2, 18]"
